ensid	gene	unt_1	unt_2	unt_3	unt_4	vitc_1	vitc_2	vitc_3	vitc_4	exp1	exp2	exp3	exp4
ENSMUSG00000091651	VMN2R36	0	0	0	0	0	0	0	0.00569081	n.s	n.s	n.s	n.s
ENSMUSG00000091652	VMN1R57	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091656	VMN2R106	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091657	GM3072	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091662	VMN1R69	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091670	VMN2R105	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091674	C630004L07RIK	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091676	GM8374	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091679	VMN2R96	0.029	0.09	0	0	0.005	0.132	0.0259697	0.0373218	n.s	n.s	n.s	n.s
ENSMUSG00000091680	KLHDC7B	0	0.058	0	0	0	0	0	0.0240498	n.s	n.s	n.s	n.s
ENSMUSG00000091682	GM17356	17.291	22.125	3.9568	2.82666	32.166	32.199	4.23897	3.14229	up	up	n.s	n.s
ENSMUSG00000091685	GM17359	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091692	4930433I11RIK	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091694	APOL11B	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091695	GM17669	87.067	107.89	20.1182	12.3589	61.639	115.662	17.3931	10.877	n.s	n.s	n.s	n.s
ENSMUSG00000091698	GM6526	0	0.031	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091700	GM7876	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091703	GM4222	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091705	H2-Q2	0.006	0	0.0213618	0	0.017	0.023	0.00548674	0.00253928	n.s	n.s	n.s	n.s
ENSMUSG00000091712	SEC14L5	0	0.015	0	0.03689	0	0	0	0.0187088	n.s	n.s	n.s	n.s
ENSMUSG00000091718	GM16506	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091721	GM5549	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091722	SIAH3	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091725	GM8220	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091731	GM17542	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091732	GM17541	0.341	0.067	0.0152901	0.0410532	0.184	0.23	0.0394057	0.0766184	n.s	n.s	n.s	n.s
ENSMUSG00000091733	GM8094	0	0	0	0	0.008	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091734	VMN1R29	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091735	GPR62	0	0	0.0119968	0.0438068	0	0	0	0.0222167	n.s	n.s	n.s	n.s
ENSMUSG00000091736	YY2	5.221	5.893	5.74448	6.94149	5.319	5.705	5.0772	6.15531	n.s	n.s	n.s	n.s
ENSMUSG00000091740	GM7929	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091742	GM5093	4.073	6.463	0.676332	0.116711	2.86	4.989	0.290636	0.488039	n.s	n.s	n.s	n.s
ENSMUSG00000091744	GM17732	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091747	D17H6S56E-5	130.293	83.414	175.533	170.728	213.095	81.285	115.714	119.43	n.s	n.s	dn	dn
ENSMUSG00000091754	GM3636	0	0.011	0.105743	0.141619	0.006	0	0.00810429	0.046277	n.s	n.s	n.s	n.s
ENSMUSG00000091756	GM3095	0	0	0	0.0137455	0	0	0.0194027	0	n.s	n.s	n.s	n.s
ENSMUSG00000091764	ZFP964	0.01	0.06	0.0166736	0.030442	0.008	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091767	GM17618	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091768	GM17617	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091771	VMN2R103	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091775	GM16494	0.158	0.406	0	0	0.165	0.29	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091779	GM6763	0.019	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091780	SCO2	26.646	20.371	31.5301	27.0344	24.958	21.476	25.6436	23.0779	n.s	n.s	n.s	n.s
ENSMUSG00000091792	GM3573	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091794	VMN2R18	0.012	0.015	0	0	0.009	0	0.00637809	0.0183323	n.s	n.s	n.s	n.s
ENSMUSG00000091800	IGKV1-115	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091803	COX16	7.584	18.976	6.86398	9.56267	6.836	14.148	6.80948	10.1902	n.s	n.s	n.s	n.s
ENSMUSG00000091805	VMN2R108	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091806	GM5258	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091809	OLFR721-PS1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091811	PRR24	8.388	10.9	5.32896	4.43023	6.008	8.236	5.32366	4.94063	n.s	n.s	n.s	n.s
ENSMUSG00000091813	CES2H	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091814	GM8050	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091821	GM17503	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091827	GM3495	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091842	GM16490	0.039	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091844	GM8251	0.041	0.227	0.0630646	0.0865239	0.084	0.185	0.0762155	0.114548	n.s	n.s	n.s	n.s
ENSMUSG00000091854	MIER2	16.863	26.05	7.41201	6.18816	13.531	22.886	6.69433	5.59065	n.s	n.s	n.s	n.s
ENSMUSG00000091859	VMN2R100	0	0	0	0	0	0	0.00373392	0	n.s	n.s	n.s	n.s
ENSMUSG00000091863	GM7157	0	0.006	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091865	GM17244	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091867	CYP2A22	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091873	OLFR732	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091874	VMN1R56	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091879	VMN2R17	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091882	GM6337	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091888	VMN2R80	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091890	A830073O21RIK	0.02	0	0.0116592	0.0400193	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091896	UBE2D2A	43.347	60.65	45.7518	41.3503	48.253	61.475	45.7628	38.4845	n.s	n.s	n.s	n.s
ENSMUSG00000091897	GM17019	0	0	0.0203182	0	0.009	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091898	TNNC1	1.016	1.229	0.667243	0.352246	1.569	1.779	0.50813	0.339084	n.s	n.s	n.s	n.s
ENSMUSG00000091900	GM4353	10.018	20.488	5.37356	5.77547	11.485	18.527	5.25962	5.95773	n.s	n.s	n.s	n.s
ENSMUSG00000091903	GM8871	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091908	GM17231	0.069	0.192	0.0165084	0	0.009	0.095	0.0275077	0	n.s	n.s	n.s	n.s
ENSMUSG00000091922	GM17409	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091923	GM8267	0	0.02	0	0	0	0.009	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091924	VMN1R185	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091926	VMN2R62	0	0	0	0.0167077	0	0	0.00589603	0	n.s	n.s	n.s	n.s
ENSMUSG00000091930	VMN2R52	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091931	MOAP1	3.632	4.186	4.70013	3.53488	4.132	3.811	4.51328	3.83474	n.s	n.s	n.s	n.s
ENSMUSG00000091933	GM8857	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091937	GM3646	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091938	GM2442	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091945	VMN2R114	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091955	GM3788	72.065	59.968	1.72619	0.0657698	54.24	59.953	2.11898	0.322735	n.s	n.s	n.s	n.s
ENSMUSG00000091956	C2CD4B	0.539	0.692	0.30269	0.455115	0.097	0.696	0.137663	0.131893	n.s	n.s	n.s	n.s
ENSMUSG00000091957	GM8841	390.524	403.325	8.44507	9.40176	413.053	393.648	7.84956	6.80773	n.s	n.s	n.s	n.s
ENSMUSG00000091962	VMN2R78	0.021	0.108	0.00904243	0	0.067	0.069	0	0.00837274	n.s	n.s	n.s	n.s
ENSMUSG00000091964	BC037034	30.797	59.771	26.885	21.5483	28.254	59.066	33.4895	25.9038	n.s	n.s	n.s	n.s
ENSMUSG00000091970	GM4868	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091971	HSPA1A	0.707	0.31	1.14061	0.601188	1.038	0.272	0.648403	0.485049	n.s	n.s	n.s	n.s
ENSMUSG00000091972	TMEM207	0	0	0	0	0	0	0	0.0284281	n.s	n.s	n.s	n.s
ENSMUSG00000091983	OLFR457	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091987	GM3376	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000091996	BC049352	0	0	0.0196421	0.0179309	0.004	0	0.010968	0	n.s	n.s	n.s	n.s
ENSMUSG00000092004	GM17482	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092008	CYP2C69	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092009	MYH15	0	0.017	0.00347568	0.0108785	0	0.005	0	0.00689629	n.s	n.s	n.s	n.s
ENSMUSG00000092012	GM4782	0	0	0	0	0	0.015	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092019	GM4027	0.015	0.01	0	0	0	0.025	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092032	VMN2R59	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092035	PEG10	0	0	0.530037	0.780307	0	0	0.563598	0.862907	n.s	n.s	n.s	n.s
ENSMUSG00000092036	GM2244	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092039	GM5501	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092043	GM5494	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092047	GM17631	0	0.14	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092048	VMN2R85	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092049	VMN2R4	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092054	KIF4-PS	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092060	BEND4	5.632	7.091	7.95209	18.0412	5.786	5.828	6.0256	13.8704	n.s	n.s	n.s	n.s
ENSMUSG00000092071	A230065N10RIK	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092072	GM4540	51.823	133.624	9.59773	6.91804	55.778	110.676	8.58122	3.97155	n.s	n.s	n.s	dn
ENSMUSG00000092073	GM7919	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092074	DYNLT1A	26.327	65.105	10.7078	8.52358	36.307	65.698	9.32058	7.75141	n.s	n.s	n.s	n.s
ENSMUSG00000092077	OLFR101	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092080	VMN2R16	0	0	0	0	0	0	0.0119168	0	n.s	n.s	n.s	n.s
ENSMUSG00000092083	KCNB2	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092086	GM6793	35.291	26.677	1.30472	0.356887	37.658	27.944	0.661199	0.249869	n.s	n.s	n.s	n.s
ENSMUSG00000092094	ZFP804B	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092097	GM5819	1.08	2.394	0.832689	0.664974	2.512	2.214	0.601927	1.46682	n.s	n.s	n.s	n.s
ENSMUSG00000092099	GM17530	0.172	0.192	0.509474	1.64861	0.142	0.65	0.0426996	0.426997	n.s	n.s	n.s	n.s
ENSMUSG00000092109	GM9376	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092111	VMN2R113	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092113	TAAR8B	0	0	0.0104839	0.0112295	0	0	0.0230563	0	n.s	n.s	n.s	n.s
ENSMUSG00000092116	GM10320	77.668	250.404	3.77697	1.22692	62.723	180.58	3.99643	0.77821	n.s	n.s	n.s	n.s
ENSMUSG00000092118	FANCF	8.597	7.906	9.32542	8.93337	8.005	8.231	9.19566	8.07792	n.s	n.s	n.s	n.s
ENSMUSG00000092120	VMN2R90	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092123	GM17581	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092124	B930094E09RIK	0.41	0.482	0.418503	0.309157	0.441	0.305	0.21918	0.312404	n.s	n.s	n.s	n.s
ENSMUSG00000092130	D030025P21RIK	0	0	0	0	0	0	0	0.0184951	n.s	n.s	n.s	n.s
ENSMUSG00000092137	GCOM1	25.164	12.883	25.0906	14.1995	20.425	13.264	24.8133	13.1519	n.s	n.s	n.s	n.s
ENSMUSG00000092142	GM6482	0	0	0.00837227	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092147	GM7052	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092148	GM8005	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092152	GM17026	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092157	GM17268	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092162	VMN2R86	0	0	0	0	0	0	0.010011	0	n.s	n.s	n.s	n.s
ENSMUSG00000092164	RERGL	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092165	GM5624	0.062	2.693	0	0	0	0.847	0	0	n.s	dn	n.s	n.s
ENSMUSG00000092166	GM7942	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092167	GM3696	0	0	0.0372238	0.0773086	0	0	0.00838575	0.0361542	n.s	n.s	n.s	n.s
ENSMUSG00000092192	DYX1C1	0.084	0.098	0.0463828	0.0606757	0.013	0.1	0.0372784	0.0553449	n.s	n.s	n.s	n.s
ENSMUSG00000092210	A930009A15RIK	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092216	GM19345	0.083	0.018	0.00779044	0	0.043	0	0	0.117771	n.s	n.s	n.s	n.s
ENSMUSG00000092225	GM2381	0.017	0.004	0.027708	0.0740833	0.016	0.026	0.0261434	0.0429388	n.s	n.s	n.s	n.s
ENSMUSG00000092232	GM20521	134.965	134.174	107.067	98.8317	123.342	125.67	108.865	92.881	n.s	n.s	n.s	n.s
ENSMUSG00000092233	GM20403	5.742	6.228	8.93787	6.75712	4.691	6.082	8.31794	6.4236	n.s	n.s	n.s	n.s
ENSMUSG00000092243	GM7030	4.502	2.139	2.50428	1.33952	5.661	5.057	3.32481	1.30994	n.s	up	n.s	n.s
ENSMUSG00000092244	GM20410	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092251	TRAV9N-1	0	0	0.0202485	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092252	GM20499	14.797	30.357	11.3894	3.85299	14.71	27.041	11.1311	3.49977	n.s	n.s	n.s	n.s
ENSMUSG00000092260	ZFP963	2.54	4.173	2.33825	2.14998	2.161	3.627	2.3618	2.50861	n.s	n.s	n.s	n.s
ENSMUSG00000092277	GM19684	0.009	0.142	0.0501213	0.147165	0.026	0.184	0.119982	0.304329	n.s	n.s	n.s	n.s
ENSMUSG00000092279	1500011B03RIK	20.727	68.017	9.94601	7.06073	16.2	39.057	8.40508	5.36349	n.s	dn	n.s	n.s
ENSMUSG00000092292	OLFR113	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092297	GM4214	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092305	PRPS1L1	0	0	0.028174	0	0	0.018	0.0907622	0.182612	n.s	n.s	n.s	n.s
ENSMUSG00000092310	GM20509	18.202	26.133	24.0795	21.7705	16.816	25.665	21.4469	19.0586	n.s	n.s	n.s	n.s
ENSMUSG00000092322	GM20408	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092329	GM20388	61.169	46.122	47.2739	47.9319	51.628	45.167	43.6638	41.4562	n.s	n.s	n.s	n.s
ENSMUSG00000092335	GM7221	0.055	0.05	0.0651685	0.0949842	0.165	0.011	0.134362	0.260801	n.s	n.s	n.s	n.s
ENSMUSG00000092342	GM20516	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092345	GM20503	66.972	154.166	62.7911	74.1253	62.4	134.157	58.2114	68.813	n.s	n.s	n.s	n.s
ENSMUSG00000092356	GM20532	12.215	18.977	12.5449	11.9798	4.493	19.248	10.1911	7.97729	dn	n.s	n.s	dn
ENSMUSG00000092360	GM20441	25.477	34.61	15.7434	8.54896	30.968	37.124	13.7614	9.30008	n.s	n.s	n.s	n.s
ENSMUSG00000092367	GM20479	19.835	19.888	19.9044	16.4118	20.662	21.353	21.3234	19.5724	n.s	n.s	n.s	n.s
ENSMUSG00000092413	OLFR115	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092416	ZFP141	5.72	7.202	6.50152	8.47506	5.266	7.199	6.41596	8.21045	n.s	n.s	n.s	n.s
ENSMUSG00000092417	GPANK1	16.565	15.666	9.8145	4.85674	17.66	16.057	8.98824	4.68095	n.s	n.s	n.s	n.s
ENSMUSG00000092421	GM20464	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092443	GM20726	0	0	0	0	0.048	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092456	V1RD19	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092463	GM20489	63.249	49.197	61.5602	26.0538	83.224	51.479	48.45	21.2776	n.s	n.s	n.s	n.s
ENSMUSG00000092470	GM20518	23.386	18.166	24.4536	24.1407	18.199	17.752	23.3653	23.2616	n.s	n.s	n.s	n.s
ENSMUSG00000092473	VMN1R180	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092486	2610524H06RIK	19.787	51.621	16.7966	12.2948	19.587	44.158	14.4767	8.63092	n.s	n.s	n.s	dn
ENSMUSG00000092511	GM20547	0.131	0.018	0.141102	0.092575	0.164	0.066	0.463136	0.462249	n.s	n.s	n.s	up
ENSMUSG00000092518	FAM71E2	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092519	ACTL9	0	0.026	0	0	0.016	0	0.0221746	0	n.s	n.s	n.s	n.s
ENSMUSG00000092534	GM20418	47.937	41.357	40.5364	20.0543	64.053	45.602	43.6231	25.6522	n.s	n.s	n.s	n.s
ENSMUSG00000092541	GM20537	59.894	48.933	76.5951	68.9541	67.304	47.844	69.5193	68.4364	n.s	n.s	n.s	n.s
ENSMUSG00000092544	GM20422	4.381	5.506	4.30122	4.64388	2.973	4.904	3.56539	5.04128	n.s	n.s	n.s	n.s
ENSMUSG00000092558	MED20	8.232	10.63	7.86381	8.31466	6.628	9.647	7.61629	8.48612	n.s	n.s	n.s	n.s
ENSMUSG00000092579	VMN1R62	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092586	LY6G6C	0.01	0.026	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092592	GM20449	0.194	0.345	0.0934081	0.106	0.124	0.23	0.0896809	0.0888012	n.s	n.s	n.s	n.s
ENSMUSG00000092604	GM20508	0	0	0	0	0	0	0	0.0897792	n.s	n.s	n.s	n.s
ENSMUSG00000092609	GM20481	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000092622	KHDC3	1.367	3.937	0.766236	1.67152	0.498	2.833	0.952825	2.27513	n.s	n.s	n.s	n.s
ENSMUSG00000092627	D130058E05RIK	7.342	4.669	9.61244	6.25685	4.234	4.703	5.92238	4.74701	n.s	n.s	dn	n.s
ENSMUSG00000093376	VMN1R23	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093379	VMN1R31	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093390	GM20652	0.419	0.461	0.323838	0.362405	0.109	0.159	0.0794347	0.163626	n.s	n.s	n.s	n.s
ENSMUSG00000093411	VMN1R17	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093412	GM20653	0.035	0.047	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093445	LRCH4	42.287	43.371	41.3231	25.9037	33.379	42.906	44.4329	27.9097	n.s	n.s	n.s	n.s
ENSMUSG00000093451	VMN1R24	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093456	GM20662	29.317	29.112	18.7075	24.4489	21.755	23.04	17.5681	23.7924	n.s	n.s	n.s	n.s
ENSMUSG00000093485	GM20708	7.109	7.789	9.7657	2.71664	8.538	7.106	12.4432	3.27853	n.s	n.s	n.s	n.s
ENSMUSG00000093501	VMN1R22	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093523	VMN1R16	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093536	GM16532	0.015	0.059	0.00012821	0.0112359	0.006	0.025	0.00264337	0.00118714	n.s	n.s	n.s	n.s
ENSMUSG00000093550	HIGD1C	0	0.003	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093574	GM20671	29.376	22.752	30.4635	31.7194	31.285	23.196	29.6615	31.8606	n.s	n.s	n.s	n.s
ENSMUSG00000093575	GM20695	19.439	20.111	24.895	17.6454	18.502	20.711	27.0799	21.8666	n.s	n.s	n.s	n.s
ENSMUSG00000093593	GM20683	20.742	27.319	15.7432	15.7174	28.778	26.135	18.5601	15.6208	n.s	n.s	n.s	n.s
ENSMUSG00000093626	GM20654	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093632	VMN1R38	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093635	VMN1R11	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093639	LIM2	0	0	0.0429597	0.0197734	0.019	0	0.0279115	0.0192539	n.s	n.s	n.s	n.s
ENSMUSG00000093661	EIF4E3	19.918	16.781	15.2864	15.122	15.757	19.099	13.8437	13.4699	n.s	n.s	n.s	n.s
ENSMUSG00000093668	POU5F2	0.93	1.5	0.615082	3.06998	0.402	1.256	0.526597	2.88503	n.s	n.s	n.s	n.s
ENSMUSG00000093679	VMN1R20	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093692	VMN1R14	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093696	VMN1R7	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093701	RP23-190G10.4	63.793	75.774	63.5061	48.3683	57.315	85.375	65.1051	47.55	n.s	n.s	n.s	n.s
ENSMUSG00000093755	VMN1R39	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093764	VMN1R36	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093769	HIST2H3C1	1.74	3.043	0.691778	152.13	3.89	2.697	0.783509	177.869	n.s	n.s	n.s	n.s
ENSMUSG00000093785	VMN1R10	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093789	AB099516	1.789	1.451	1.44795	1.28312	1.69	1.523	0.870283	1.03641	n.s	n.s	n.s	n.s
ENSMUSG00000093790	AC132276.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093794	AC235098.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093795	AC164627.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093803	CAAA01154301.1	14.636	21.672	11.7465	3.93381	14.56	18.871	10.5482	3.8832	n.s	n.s	n.s	n.s
ENSMUSG00000093804	OLFR1303	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093805	GM9994	0	0.029	0.00493901	0.0225437	0	0.002	0.00184233	0.00288835	n.s	n.s	n.s	n.s
ENSMUSG00000093806	ASMT	0.023	0	0	0.0359518	0.11	0.026	0.000681187	0.0019579	n.s	n.s	n.s	n.s
ENSMUSG00000093808	OLFR490	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093809	BCL2A1A	0.062	0.487	2.66075	1.92713	0.11	1.558	5.10218	2.65923	n.s	up	up	n.s
ENSMUSG00000093810	AC175671.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093811	TAAR7F	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093812	GM5627	0	0	0	0.0231503	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093814	GM9637	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093819	AC202272.1	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093820	VMN2R21	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093825	OLFR723	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093826	AC159008.1	13.29	14.613	3.25336	1.12932	16.814	19.81	2.57028	1.40031	n.s	n.s	n.s	n.s
ENSMUSG00000093832	SSTY2	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
ENSMUSG00000093833	GM7970	0	0	0	0	0	0	0	0	n.s	n.s	n.s	n.s
